Date,AZN.L,BAB.L,BBY.L,BP.L,CNA.L,CPG.L,CPI.L,CRDA.L,DRX.L,ELM.L,ENOG.L,ESNT.L,FGP.L,FORT.L,FSJ.L,FSTA.L,FUTR.L,GFRD.L,GSK.L,IAG.L,INCH.L,INF.L,ITV.L,JMAT.L,KIE.L,MTO.L,NG.L,OXB.L,OXIG.L,PETS.L,PSN.L,SBRY.L,SGE.L,SGRO.L,SMIN.L,SMWH.L,SPI.L,SSE.L,SYNT.L,TPK.L,TSCO.L,TTG.L,UU.L,WINE.L,XPS.L,^FTSE,,,,
26/06/2020,8444.835938,312.0344238,259.6511536,303.7097168,38.66074753,1095.579346,679.1998901,5217.84326171875,222.7194061,61.724617,441.582489,295.8872986,49.30354691,194.6691132,1311.907471,761.1397705,1249.439941,116.6846161,1654.500732,221.6974487,487.9624329,466.773468,71.54602814,2083.688477,76.96276855,42.77277756,963.6327515,748,1399.345093,239.7163239,2274.501465,206.9213562,668.1782837,893.7666626,1298.039063,1033.227295,86.18127441,1359.774536,2030.844238,1042.827637,290.9779358,162.7667084,913.2368164,427,110.7114105,6159.299805,,,,
29/06/2020,8536.714844,311.2345581,257.6538391,313.9795227,39.25014496,1117.061401,669.8999023,5293.75390625,254.6505127,63.87373734,539.6564941,295.0891724,51.24133301,203.1546783,1355.904297,777.1217651,1229.448975,119.6765137,1671.980103,230.4933624,486.5647888,464.175293,73.60045624,2135.581055,83.33003235,42.56695557,975.0001221,718,1437.327271,240.3151398,2285.460449,208.3167725,669.3768311,891.1707153,1296.042114,1047.216797,86.38124084,1388.196533,2033.787476,1074.485718,292.743866,174.2502441,918.0255127,418.5,114.7010345,6225.799805,,,,
30/06/2020,8409.881836,310.1348267,260.4501038,306.3020325,38.50091171,1111.066406,661.4998779,5249.80615234375,256.6462708,64.37352753,612.3410034,290.3007507,50.29241943,200.6589661,1363.903687,769.1306152,1275.428345,118.0209885,1644.053589,222.0972595,489.1604309,470.0711365,74.47807312,2093.66748,83.37280273,42.87573624,986.3674927,701,1429.331055,238.5187378,2277.489746,208.0177307,670.9748535,893.5667725,1409.870483,1096.18042,85.08151245,1360.771729,2048.503418,1063.61792,287.6986694,164.2645569,908.0490723,443,114.7010345,6169.700195,,,,
01/07/2020,8439.844727,317.6332703,265.2436829,308.4458008,40.29908371,1138.043701,648.7498779,5231.826171875,255.2492371,64.9233017,577.4924316,292.6949463,49.34350586,206.1496124,1371.903198,739.1645508,1203.460693,117.0436401,1644.857056,219.0986328,484.1689758,461.677002,71.42635345,2074.707275,76.87733459,44.31695557,988.1623535,726,1359.363647,236.5227966,2267.527344,202.5357208,668.7776489,910.1403198,1399.385986,1053.21228,84.98153687,1367.253906,2027.900879,1048.970337,281.6444397,162.7667084,911.0421143,431.5,114.7010345,6158,,,,
02/07/2020,8582.65332,313.8340454,263.84552,312.3344421,40.45891571,1144.038696,668.0999146,5261.791015625,261.4358521,64.47349548,597.4058838,292.2958679,49.34350586,185.6844025,1349.904785,757.1442871,1259.435669,114.6501083,1657.112793,231.592865,481.9726868,467.2731018,73.56056213,2120.612061,72.04842377,43.75072479,936.7886963,736,1351.367432,241.7123108,2296.419434,199.744873,664.3829346,920.7232666,1384.907959,1094.181763,89.6805191,1367.752441,2020.542847,1078.265869,279.752533,164.7638397,916.4292603,425,117.1945267,6240.399902,,,,
03/07/2020,8447.830078,314.1339722,267.4406738,306.651001,40.55881882,1151.532471,648.2999268,5189.87548828125,269.4186401,63.27397919,606.3669434,313.4449768,49.9428215,175.7013702,1349.904785,739.1645508,1271.430176,113.6528091,1633.204346,226.5951538,464.0035706,457.5799255,71.72554016,2085.68457,66.66402435,43.23603058,919.8323975,757,1357.36438,241.9119263,2250.59082,196.6051941,664.7825317,911.937439,1383.410278,1074.196533,86.58119202,1356.283936,2014.656372,1061.255493,279.3741455,163.265976,900.0680542,409.5,116.6958084,6157.299805,,,,
06/07/2020,8648.567383,315.633667,268.239624,311.8358765,40.0193634,1180.008423,641.2498779,5363.6708984375,269.0195618,67.22236633,572.5139771,304.8656311,49.42341232,183.2884674,1399.901245,755.1465454,1229.448975,113.0943146,1657.916016,227.894577,470.1929321,471.6700134,70.64846039,2147.556641,66.66402435,43.44195557,914.8450928,776,1399.345093,243.508667,2389.073486,195.0602417,679.9638672,922.1210327,1429.840088,1064.204346,85.98132324,1362.766357,2116.19873,1077.320801,276.0948792,173.750946,898.0727539,407.5,118.1919098,6285.899902,,,,
07/07/2020,8525.728516,296.6376648,270.0372009,307.4487305,39.58980179,1138.043701,614.9998779,5367.6669921875,259.2406006,64.77336121,547.6221313,307.2598877,49.12375641,179.6945648,1399.901245,749.1533203,1199.46228,112.6953888,1624.364502,220.4980011,470.3925781,452.3835449,69.25224304,2136.579102,66.66402435,43.28757095,890.7072144,769,1373.357178,238.718338,2403.02124,193.3159485,668.7776489,913.5349731,1435.331665,1037.224365,85.98132324,1326.864502,2101.482422,1084.408569,275.2119446,171.2545471,881.7114868,402.5,118.6905975,6189.899902,,,,
08/07/2020,8567.673828,282.5405884,263.4460754,302.5630798,39.63975143,1124.05542,593.3999023,5349.6884765625,257.0453796,63.97369003,504.8079224,306.4618225,37.79673004,176.8993225,1363.903687,735.1691284,1225.450684,109.7034683,1611.907593,212.0019379,461.2083435,446.4876709,68.215065,2078.698486,66.66402435,42.72134399,896.8912964,772,1347.369385,228.7384644,2423.943115,190.3756104,659.5888062,907.5445557,1414.862671,1016.23999,82.18214417,1337.335815,2014.656372,1063.145752,271.1758118,171.7537994,884.7043457,393,123.6776123,6156.200195,,,,
09/07/2020,8468.803711,287.2395935,258.8522034,289.1523743,37.96145248,1098.077271,584.3999023,5315.72802734375,251.4573822,64.12363434,495.8469238,306.8608398,37.19741821,179.2952728,1339.905396,719.1872559,1151.483887,103.9789352,1600.053955,207.4040375,445.4354553,432.4973755,66.1207428,2071.713135,63.6726532,42.20664978,847.817688,735,1341.371948,227.3413086,2579.362549,186.7873688,655.59375,910.5396118,1398.886841,994.7561035,83.38188934,1283.483521,2066.163574,1058.42041,266.8874817,173.750946,859.9630127,390,125.6724167,6049.600098,,,,
10/07/2020,8493.769531,284.6401978,260.6498108,289.9498901,39.19020081,1114.064087,568.7999268,5389.64013671875,259.4402161,67.67216492,484.8943787,309.2550964,36.03873825,178.296936,1371.903198,715.1917114,1177.472168,102.383255,1582.172852,211.6020966,453.2220764,439.9921875,67.11804199,2109.634521,62.86075974,43.23603058,868.7637939,751,1331.376587,228.7384644,2625.190918,193.1166229,656.9920654,935.1001587,1428.342285,1038.223389,84.18171692,1317.390625,2127.97168,1077.320801,270.9235229,164.7638397,864.9511108,398.5,122.6802063,6095.399902,,,,
13/07/2020,8556.6875,284.5401917,262.2476501,295.782959,39.68969345,1144.038696,607.4998779,5475.5390625,263.631134,69.0216217,492.8598633,315.6397095,36.35837173,179.2952728,1391.901733,699.2097778,1207.45874,101.7449799,1604.674927,213.501236,456.0173035,436.6944885,67.37732697,2202.442871,65.33930969,43.59634781,867.7662964,740,1337.374023,228.9380951,2646.112793,195.2097473,662.5852661,940.0921631,1456.300049,1045.218262,85.08151245,1323.872559,2173.592285,1096.693481,271.1758118,170.755249,879.3172607,390.5,123.4282684,6176.200195,,,,
14/07/2020,8537.713867,278.9413757,261.2490234,303.6099854,39.44994736,1100.575195,590.6998901,5473.5400390625,258.0431824,69.37147522,481.4095764,322.2238464,34.54045105,175.901001,1399.901245,681.2301025,1177.472168,100.7676086,1611.304932,207.0042572,448.4302979,422.1046753,67.85601807,2233.378174,66.66402435,43.8398056,876.7432251,738,1239.419922,226.5429382,2533.533691,197.4524078,663.1844482,934.5011597,1459.7948,998.253479,84.98153687,1331.851074,2172.120361,1070.705566,268.7793884,168.2588196,869.9393921,378.5,128.1659241,6179.799805,,,,
15/07/2020,8984.125,290.5389099,262.2476501,309.3431702,40.77859116,1183.505615,586.6499023,5537.46630859375,251.8565216,68.02203369,519.743103,319.2310181,34.22081757,172.7064667,1379.902588,695.2141724,1231.448242,104.7169571,1657.916016,229.193985,461.0086975,433.5966797,69.790802,2322.195068,68.37335205,44.73857498,868.9631958,779,1305.389038,230.1356659,2603.272217,194.5618744,688.1537476,937.2967529,1516.209717,1036.225098,84.98153687,1359.774536,2205.968018,1098.583862,270.4191284,168.7581024,871.3362427,400,129.6620178,6292.700195,,,,
16/07/2020,8832.323242,296.1377563,263.645813,311.5368347,40.85851669,1149.534058,562.7999268,5535.46826171875,254.4509583,68.37187958,537.6651611,323.42099,32.4029007,178.4966125,1343.905151,681.2301025,1213.456177,103.7196426,1637.423584,223.9963837,457.614502,434.6958923,68.31478119,2299.242432,65.3819809,40.94378281,875.1473389,845,1303.390137,229.5368652,2617.220703,194.8608856,672.7727051,918.1273804,1484.25769,1031.22876,84.98153687,1393.182739,2219.212646,1097.166382,272.3110352,165.2631226,868.5427856,404.5,126.1711197,6250.700195,,,,
17/07/2020,9174.871094,288.4393921,262.4474182,308.3958435,41.23812485,1134.046997,587.3999023,5597.39501953125,258.4423218,69.97122955,542.6436157,323.42099,35.21967697,174.9027252,1293.908691,670.2424927,1209.457886,102.6026688,1667.760986,218.7987823,457.414856,435.6951904,66.639328,2302.236084,63.28814316,36.94927597,889.310791,862,1315.384399,229.5368652,2619.213135,193.6149902,679.1647949,919.7250977,1488.750977,1021.236267,83.98175812,1432.076538,2235.400146,1079.683228,270.6712952,166.7609406,871.5355835,405,126.1711197,6290.299805,,,,
20/07/2020,9307.695313,285.2400208,261.648468,302.3137817,40.88848495,1113.564331,600.5999146,5631.35498046875,263.0324707,69.42144775,554.5917358,332.1997375,33.26192093,172.9061127,1285.909302,669.2436523,1377.38269,103.0414886,1655.907349,210.9024353,457.414856,424.7029114,64.42533112,2291.259033,63.03173065,35.80084229,893.8990479,865,1351.367432,227.9400787,2604.269043,190.1264191,689.3521729,929.5091553,1483.758545,1019.237793,84.98153687,1413.626953,2261.889648,1100.946167,270.0407104,165.7624207,876.7232056,410,125.6724167,6261.5,,,,
21/07/2020,9036.053711,304.8359375,252.0613556,315.0265808,41.43792343,1153.031006,610.3499146,5585.41015625,270.2169189,71.77048492,592.4274902,340.3800964,33.20198441,172.5068054,1241.912354,637.2798462,1325.406128,103.300766,1631.195313,217.0995636,462.805603,435.1955566,64.0463562,2252.339111,61.10865784,35.70098114,900.6815186,873,1389.349731,228.3392944,2517.592773,188.7807922,707.9294434,931.1065674,1475.77063,1050.2146,84.98153687,1412.629639,2244.22998,1111.341309,273.4461975,170.755249,868.1436768,405,126.6698303,6269.700195,,,,
22/07/2020,8789.379883,293.7382202,249.664566,302.9618225,41.82753372,1145.037842,583.7999268,5609.38134765625,269.4186401,74.91918945,564.5484619,330.2046509,33.28189087,167.7149506,1213.914307,631.286499,1267.431885,100.0894623,1612.108521,214.7006836,480.1758118,428.6002197,64.00646973,2257.328857,58.11738205,35.00193787,900.4821167,807,1399.345093,233.7284088,2570.395996,188.8805237,706.1316528,940.2919922,1459.7948,1026.232544,85.78136444,1423.599487,2250.116455,1139.21936,270.545166,171.2545471,870.3384399,395.5,124.6750107,6207.100098,,,,
23/07/2020,8739.446289,300.5368347,253.6592102,298.9237366,40.32904816,1122.057251,596.3999023,5695.279296875,270.4165344,71.97040558,577.4924316,330.2046509,32.9622612,169.5118866,1249.911743,595.3272705,1307.41394,97.08757782,1615.122314,208.5035553,485.7662048,406.0159607,63.26846695,2253.337402,59.1856842,37.94789886,903.2749634,818,1397.345703,234.3271942,2520.581787,189.3788757,752.6743774,940.4916382,1473.773682,1030.229614,85.18148804,1334.368896,2273.662842,1119.846558,272.4370422,169.7566833,870.1389771,405,121.6828232,6211.399902,,,,
24/07/2020,8640.575195,294.9380188,249.464859,297.2286682,47.09218216,1119.05957,581.2498779,5719.251953125,274.4078979,71.67053223,576.4966431,315.6397095,31.9634037,167.1159515,1217.914063,551.3768311,1297.418579,101.5255814,1587.396729,198.5081787,480.9743958,400.619751,61.27387619,2285.27124,60.12578964,36.94927597,900.6815186,785,1349.36853,236.5227966,2453.831055,190.4254608,747.2810059,923.5188599,1433.833862,1020.236938,84.98153687,1324.891235,2281.020508,1108.979004,278.3651428,169.2573853,880.1153564,406,121.6828232,6123.799805,,,,
27/07/2020,8636.583008,285.9398804,242.0747528,293.5394897,48.061203,1081.591187,558.7498779,5843.1064453125,267.6224976,78.96752167,545.6306152,309.8536682,31.88349915,164.3207245,1179.916748,499.4355469,1305.414795,99.73042297,1590.610962,186.8635406,480.7747803,391.2262573,59.33911896,2289.262939,58.11738205,37.24884796,897.888855,800,1359.363647,235.923996,2452.834961,188.8307037,732.8988037,922.5204468,1428.342285,990.2594604,78.78288269,1311.422729,2282.492188,1136.857178,277.4822083,169.2573853,883.90625,408,124.6750107,6104.899902,,,,
28/07/2020,8688.513672,288.5393677,247.8670044,292.8913879,50.92829514,1078.593628,573.7498779,5793.16455078125,270.8156128,70.07118225,571.5181274,306.8608398,33.16202927,166.1176605,1189.916016,499.4355469,1371.385376,97.71588135,1611.907593,189.8121796,482.9709778,397.7217712,59.37901306,2321.196533,59.52753067,38.0477562,913.4487305,818,1373.357178,243.508667,2526.559082,186.1394806,734.6965332,934.3016357,1433.833862,1003.249756,80.68247223,1330.877075,2229.513916,1124.571777,274.9596863,172.5027313,905.4552612,416,121.6828232,6129.299805,,,,
29/07/2020,8603.62793,295.737854,245.4701996,292.9412537,50.36885452,1075.596069,551.6998901,5797.16064453125,275.2061157,62.57426453,573.5095825,304.2671509,33.08211899,162.9230957,1179.916748,509.4242554,1389.377319,98.23447418,1560.876343,184.5146484,483.1706543,387.4289856,60.67549896,2318.202881,59.82671356,32.95475388,916.8400879,819,1365.360962,250.8937836,2469.771973,189.5782471,743.6853638,950.8748779,1423.849121,993.2571411,79.98262787,1326.886353,2180.950195,1120.319092,279.5003662,169.7566833,909.046814,426,121.1841202,6131.5,,,,
30/07/2020,8739.446289,290.9388428,243.2731628,282.5217896,49.01023483,1068.601929,534.2999268,5671.30908203125,271.6138916,61.724617,572.5139771,299.4786682,34.08097839,155.5356445,1175.916992,581.3430176,1429.359375,97.73580933,1536.164307,180.9662933,424.6710205,381.1333618,58.86042023,2292.25708,57.68999863,31.40687943,893.5,807,1369.359009,255.8837128,2421.950439,188.5814667,717.1181641,950.0761719,1360.94397,956.2849731,78.98284149,1309.427612,2144.15918,1091.02356,274.9596863,169.7566833,890.8897095,423.5,120.6854172,5990,,,,
31/07/2020,8518.738281,288.339386,240.2771912,274.3457642,48.72052765,1049.618164,513.4498901,5723.2470703125,279.3971252,63.77377319,567.5357056,300.6757507,35.2596283,154.9366608,1143.919312,589.3339233,1379.381836,95.35227203,1536.767334,164.6738129,428.4645081,369.6414185,56.52674484,2234.376709,54.6131897,32.65517044,898.0883179,817,1345.370239,310.7729492,2393.05835,186.5381927,728.5042114,967.6480103,1352.956177,939.2976685,75.18366241,1297.954468,2133.858154,1047.552856,273.824585,169.7566833,897.87323,422.5,117.6932068,5897.799805,,,,
03/08/2020,8755.426758,288.93927,244.0720825,280.2285767,49.44979477,1077.094849,521.9998779,5813.1416015625,280.5945129,62.52428818,590.4361572,299.2790833,34.06100464,147.3495483,1121.920776,569.3565674,1387.378174,94.71398163,1592.620239,163.774231,436.2511597,384.730835,56.72620392,2297.246826,52.22016907,32.30564499,916.44104,831,1379.354248,307.5794983,2470.768555,186.5879974,749.4783325,974.0377808,1407.873291,938.2982178,75.38362885,1306.933228,2129.443359,1099.528564,276.4732361,170.755249,905.4552612,420,116.6958084,6032.899902,,,,
04/08/2020,8538.711914,261.7449646,246.2691193,298.3753357,48.79045868,1089.584351,522.7498779,5731.23779296875,283.9872437,62.22441864,612.3410034,299.2790833,36.21853256,149.9451294,1137.919678,554.3734131,1399.372803,95.47194672,1580.163696,175.3188782,460.6094055,386.0299683,59.23939514,2298.244629,50.9381218,32.35557938,920.630249,863,1399.345093,302.3899231,2420.954102,190.1762695,740.6891479,961.6577148,1407.873291,984.7634888,75.6835556,1314.914673,2117.670166,1092.440918,280.5093689,172.7523804,906.8519287,423,115.6984253,6036,,,,
05/08/2020,8488.779297,283.0405273,253.6592102,305.7536316,47.94132614,1156.028809,558.8999023,5803.15234375,288.1781616,66.27275848,634.2458496,301.074707,38.87548828,156.1345978,1105.921997,566.3599243,1399.372803,97.53636932,1580.364746,193.7103882,488.3617859,386.7294617,60.7353363,2393.04834,58.9720459,33.3542099,905.0704346,844,1369.359009,311.1721802,2446.857178,190.6248016,754.2722778,986.0185547,1446.814331,998.7531128,75.98348999,1321.898193,2173.592285,1119.846558,279.6264038,179.7423706,899.6690063,420,117.6932068,6104.700195,,,,
06/08/2020,8407.884766,278.9413757,250.0640411,294.387085,47.12215424,1168.518188,548.5499268,5771.1904296875,289.3756409,64.97328949,597.4058838,298.2814941,37.09752274,156.3342896,1103.922119,569.3565674,1395.374512,99.710495,1557.059204,186.0139465,483.7696533,386.8294373,63.1288414,2344.14917,58.03184891,34.00331497,895.694397,839,1389.349731,311.3717346,2355.200195,188.3821411,750.2773438,975.6351929,1433.833862,913.8165894,80.28256226,1319.403931,2220.684326,1091.496216,280.7616272,181.7395172,899.4694824,426,114.7010345,6026.899902,,,,
07/08/2020,8458.817383,274.9422302,253.0600281,286.4104004,46.17311859,1175.512085,555.7498779,5833.1171875,292.768219,64.07364655,597.4058838,299.2790833,38.75563049,163.7217102,1103.922119,569.3565674,1429.359375,98.73313141,1562.283081,185.5641479,492.35495,395.2235413,62.63019562,2332.173828,58.9720459,34.65242386,901.6790771,850,1409.340454,313.1680908,2398.040039,188.8307037,764.4599609,982.4243164,1440.324341,934.3012695,84.98153687,1325.888794,2207.439453,1109.923828,282.1489868,183.7366486,900.6665649,486,117.4438705,6032.200195,,,,
10/08/2020,8368.93457,277.6416626,256.8549194,294.536499,47.52174759,1176.511353,562.9498901,5847.1015625,294.7639465,65.82292938,622.2976685,299.2790833,40.95310974,164.5203705,1125.920532,579.3453369,1409.368164,99.39135742,1560.273804,201.6067352,502.6372375,400.2200623,61.85231018,2346.145508,57.26272202,35.90071487,899.4846191,837,1399.345093,312.1701355,2376.121582,189.3788757,744.284729,972.2407837,1443.818726,1009.245239,84.78158569,1317.907593,2179.478516,1109.451538,284.2932129,182.7380676,902.4622803,460,115.6984253,6050.600098,,,,
11/08/2020,8438.844727,295.8377991,261.4487,306.651001,49.37985992,1238.958862,578.2498779,5899.0390625,297.158783,76.31861877,626.2805176,299.2790833,43.98963165,168.9128723,1195.915649,619.3000488,1481.335938,101.0069733,1583.17749,218.5988617,520.6063843,423.2039795,65.46251678,2371.093506,57.17718506,37.14899063,885.5206299,848,1445.323608,309.176178,2394.055176,189.5284119,748.0800781,953.4708252,1483.758545,1068.201294,85.28147888,1312.919312,2275.134277,1123.154297,283.4102478,176.2473755,889.0939941,460,119.6880112,6154.299805,,,,
12/08/2020,8687.517578,296.9375916,257.254425,310.3900452,48.6805687,1230.466064,593.8499146,6010.90771484375,297.9570923,73.41980743,607.3626099,306.8608398,45.3280983,170.7098389,1215.914185,605.315979,1453.348511,96.65872955,1618.939575,213.2013702,509.1260986,429.1997375,65.84148407,2413.00708,56.74990082,38.4472084,921.8271484,835,1491.301758,307.3797913,2456.820557,193.9638519,760.2651367,969.8446045,1482.760254,1061.206299,86.78115845,1322.895874,2267.776123,1148.197144,291.2303162,174.749527,930.5956421,471.5,123.1789169,6280.100098,,,,
13/08/2020,8531.404297,284.1402893,244.6712952,300.3586426,47.53173828,1212.480957,568.9498901,6030.8837890625,293.3670044,73.26987457,596.4101563,313.2454529,41.31269836,169.7115479,1193.915771,599.3225708,1475.338745,98.06492615,1577.17981,204.305481,504.1346436,421.9048462,62.55041885,2376.083252,53.67308807,39.44584274,901.87854,841,1509.293457,300.9927063,2504.641602,190.724472,759.8655396,961.7260742,1466.285156,1006.247498,91.38015747,1316.411011,2281.020508,1125.044189,288.7076721,174.749527,906.053894,468,122.6802063,6185.600098,,,,
14/08/2020,8370.603516,281.0409241,230.889801,291.8324585,46.58270264,1193.996826,554.3999023,5946.9833984375,289.3756409,73.56974792,602.3842163,308.6564941,40.03416443,165.3190308,1175.916992,599.3225708,1423.361938,96.73851013,1543.020386,194.4600372,487.7627869,411.8119202,62.1116066,2332.173828,52.98929977,38.4472084,889.5103149,829,1559.270264,304.3858643,2524.566895,189.2293549,739.8901367,961.7260742,1418.3573,983.7642822,84.48164368,1298.952026,2266.304443,1101.418823,287.5725098,172.7523804,892.2865601,469,125.4230652,6090,,,,
17/08/2020,8568.359375,284.5401917,236.8817444,287.743988,46.73254776,1190.000244,538.1998901,6054.85546875,289.7746887,74.66928864,592.4274902,300.8752747,40.1939888,164.9196777,1169.91748,593.3295288,1425.361084,96.13015747,1562.912964,184.1648102,484.7679138,408.4143372,61.51322937,2375.085449,51.23730087,38.4472084,887.31604,844,1509.293457,304.5854492,2603.272217,189.3788757,744.085022,971.3114014,1434.33313,962.7800293,82.98197174,1300.94751,2282.492188,1123.154297,288.7076721,175.7480927,882.1105957,465,127.6672211,6127.399902,,,,
18/08/2020,8481.466797,278.741394,238.6793365,282.5585022,45.25404739,1177.010864,430.4999084,6006.91259765625,285.9829102,70.52100372,583.4664307,299.2790833,38.59581375,160.1278381,1159.918091,585.3384399,1481.335938,95.74121857,1546.235107,186.713623,480.3754883,402.7182617,60.25663376,2339.159912,51.79278564,36.35009384,868.9631958,827,1499.298218,290.0148315,2811.494629,188.282486,744.6841431,949.7443237,1433.334717,953.7868042,84.98153687,1287.479004,2292.793945,1125.98938,287.9508972,172.7523804,860.9605713,461,122.6802063,6076.600098,,,,
19/08/2020,8597.323242,269.1434326,239.4782715,282.9074707,45.6236763,1148.534912,495.4498901,5974.9501953125,283.3885193,71.12075806,573.5095825,303.868042,39.45482635,157.7319183,1169.91748,559.3677979,1513.321655,92.54985046,1558.09082,200.9070587,473.5870667,407.5148621,61.63290405,2387.060547,51.27996445,38.24748993,870.758606,829,1457.317749,296.2023621,2741.755615,186.7375488,738.4918823,943.1544189,1432.835693,977.7688599,91.58010864,1291.968384,2297.208496,1133.077026,287.1941223,184.7352295,855.9725342,461.5,122.6802063,6112,,,,
20/08/2020,8538.396484,271.5429077,235.0841675,275.9769592,45.86343002,1129.051147,452.2499084,5903.42431640625,276.8689575,69.7713089,567.5357056,301.8728333,37.95654678,155.934967,1189.916016,589.3339233,1459.345947,92.7492981,1532.169067,190.411911,482.9709778,402.5184021,61.13425446,2313.213379,51.27996445,36.0005722,872.3544312,822,1493.301025,288.8172607,2680.982422,187.7841187,736.8937378,960.128418,1416.859741,977.2692261,90.68029022,1289.973267,2281.020508,1142.054443,283.7886047,184.7352295,846.9937744,453,130.9087677,6013.299805,,,,
21/08/2020,8426.537109,272.8426208,235.2839203,272.5864563,45.11419296,1162.523193,454.3499146,5903.42431640625,280.4621277,68.97163391,562.5571899,300.2767334,40.01418686,160.7268219,1173.917114,575.3497314,1463.343994,89.85710907,1522.323242,193.1106567,490.3583374,405.9160156,59.97739029,2290.260986,51.27996445,35.05187225,874.3493652,808,1473.310425,281.4321594,2667.034668,187.6345978,734.0973511,966.3190308,1420.35437,990.2594604,90.28038788,1293.963623,2298.68042,1149.614624,286.9419556,182.7380676,847.3929443,465,127.6672211,6001.899902,,,,
24/08/2020,8600.318359,277.8416138,238.8790741,281.2123108,45.49381256,1162.02356,472.4999084,5983.33544921875,280.4621277,71.52059174,579.2844238,309.8536682,40.03416443,163.322403,1229.913208,575.3497314,1479.336792,89.53798676,1528.351685,197.2087708,504.1346436,416.0089417,62.55041885,2372.091553,53.16026306,36.35009384,885.321167,816,1629.237305,294.6055908,2677.993652,187.3854065,738.8912964,962.5247803,1457.298462,1016.23999,89.08065033,1299.949829,2317.811523,1156.702271,286.3112793,183.2373505,854.1766968,442.5,134.1503143,6104.700195,,,,
25/08/2020,8616.299805,268.0436401,230.690094,273.9326172,44.72459412,1153.031006,465.1499023,5923.40283203125,277.268219,70.67094421,585.9556274,303.0699768,40.69340897,159.7285156,1115.921265,543.3858643,1459.345947,87.69296265,1524.935425,202.1064911,481.9726868,402.5184021,60.47603607,2365.106201,51.27996445,34.90208054,871.1576538,823,1575.262817,293.607605,2640.135498,184.5945435,737.8925781,951.741333,1435.831055,1042.220581,89.98044586,1278.001343,2281.020508,1137.802002,282.9058228,177.745224,840.4093018,458,137.6412201,6037,,,,
26/08/2020,8588.333984,271.1430664,228.6927643,269.9936523,43.76556778,1160.524902,478.0498962,6031.2822265625,280.2624817,73.01998138,569.6265869,308.6564941,41.75219345,161.5254517,1149.918823,535.3950195,1493.330811,86.82530212,1517.902588,205.9047394,507.6286621,404.7168579,59.2194519,2435.959229,50.59627533,33.75365829,857.7919922,836,1583.259033,298.1983643,2679.986084,185.8404694,757.6681519,965.5202026,1450.309326,1127.157227,91.48012543,1281.991943,2314.868164,1189.778198,281.6444397,174.749527,833.2264404,462.5,134.6489868,6045.600098,,,,
27/08/2020,8406.560547,269.9432373,225.6967773,266.503418,43.92539978,1212.480957,465.5999146,5989.32861328125,279.6636963,70.87085724,564.7476807,310.8512573,42.03187943,159.5288696,1231.913086,535.3950195,1543.308228,88.76007843,1501.023682,215.9001007,502.1381531,414.010376,61.41349411,2369.097412,52.56201172,32.85488892,850.6105957,820,1635.234619,294.4060364,2602.663574,185.0430908,746.2824097,951.541626,1428.342285,1150.139893,91.18019104,1275.008179,2303.094971,1181.272827,279.8787842,179.2430878,831.8296509,451.5,130.2021942,6000,,,,
28/08/2020,8329.65625,272.0427856,222.7007904,263.4620056,45.99329758,1219.47522,464.2499084,5893.435546875,279.6636963,72.12034607,570.1243286,305.8632813,43.61007309,158.7302399,1227.91333,529.4016724,1485.334106,85.82800293,1478.919922,216.1999817,504.6338196,413.1109924,60.55582047,2370.095947,50.68170929,33.25433731,841.0350952,844,1579.260864,293.8071899,2610.634766,183.1991425,739.6903076,951.3418579,1399.885254,1176.120239,91.78005981,1256.052734,2308.981689,1161.900024,275.8425903,176.7466888,829.2358398,455,132.6964722,5963.600098,,,,
01/09/2020,8186.833008,258.4456787,220.1042938,258.9746399,45.51379013,1175.012573,449.9999084,5925.40087890625,278.2662659,71.07077789,561.5614624,286.9089355,41.39260864,157.9315643,1261.910889,519.4129639,1477.337891,85.76816559,1452.596436,202.4063721,473.9863586,390.9265137,56.90572357,2362.112549,50.04079056,32.85488892,831.4597168,852,1541.278442,297.3999634,2541.881836,178.5643463,733.2982788,940.5584717,1412.865723,1173.122803,91.98001862,1232.108765,2317.811523,1144.889526,270.6712952,186.7323456,820.8556519,460,127.209053,5862.100098,,,,
02/09/2020,8281.71582,258.1457825,220.3040161,257.2792358,46.62266159,1225.969727,439.4999084,6039.27392578125,282.458313,70.97080994,544.6350098,285.3127441,41.15288162,169.1125641,1249.911743,528.402771,1521.318115,87.76277924,1496.200806,202.8061829,469.3942871,399.7203369,58.92026138,2453.922363,49.4424324,31.75639915,861.3828125,860,1499.298218,287.6196899,2685.367188,179.9597778,744.284729,950.5430908,1464.787354,1206.0979,91.98001862,1257.050415,2242.758545,1149.142334,273.6983948,187.730896,860.7610474,456,126.2113113,5941,,,,
03/09/2020,8110.926758,261.0451355,228.2933044,259.0243835,46.40288162,1270.932007,453.7499084,5825.51123046875,277.8670654,72.96999359,505.4053955,283.3175354,40.95310974,168.1142578,1233.912964,551.3768311,1451.349487,88.43097687,1477.714111,215.7002258,466.5990601,399.7203369,61.8323555,2411.01123,50.33986282,31.45681,850.6105957,865,1507.294556,286.0228882,2631.559814,182.052887,722.1119995,942.9547119,1409.870483,1236.075684,93.37971497,1227.120605,2211.854248,1104.253906,271.4281006,185.7337646,848.7894287,454.5,129.2044678,5850.899902,,,,
